日期,股票,权益,再平衡,持有数量,持有成本,现金价值,当日盈亏,当日收益率,资产占比
2018/08/30,511880,283635.78,,2371.54,119.6,283635.78,45.06,0.0159%,26.5428%
2018/08/30,518880,267805.89,,101403.21,2.641,267805.89,304.21,0.1137%,25.0614%
2018/08/30,总结,1068598.21,0,,,,-1802.84,-0.1684%,
2018/08/31,510300,229120.49,,62635.45,3.658,229120.49,-1628.52,-0.7058%,21.4534%
2018/08/31,511010,286852.54,,2500.04,114.739,286852.54,445.01,0.1554%,26.8591%
2018/08/31,511880,283704.55,,2371.54,119.629,283704.55,68.77,0.0242%,26.5643%
2018/08/31,518880,268312.9,,101403.21,2.646,268312.9,507.02,0.1893%,25.1232%
2018/08/31,总结,1067990.49,0,,,,-607.72,-0.0569%,
2018/09/03,510300,228682.04,,62635.45,3.651,228682.04,-438.45,-0.1914%,21.4515%
2018/09/03,511010,286480.03,,2500.04,114.59,286480.03,-372.51,-0.1299%,26.8732%
2018/09/03,511880,283683.21,,2371.54,119.62,283683.21,-21.34,-0.0075%,26.6109%
2018/09/03,518880,267197.47,,101403.21,2.635,267197.47,-1115.44,-0.4157%,25.0644%
2018/09/03,总结,1066042.75,0,,,,-1947.74,-0.1824%,
2018/09/04,510300,231187.46,,62635.45,3.691,231187.46,2505.42,1.0956%,21.6625%
2018/09/04,511010,286057.53,,2500.04,114.421,286057.53,-422.51,-0.1475%,26.8039%
2018/09/04,511880,283695.07,,2371.54,119.625,283695.07,11.86,0.0042%,26.5825%
2018/09/04,518880,266284.84,,101403.21,2.626,266284.84,-912.63,-0.3416%,24.9511%
2018/09/04,总结,1067224.89,0,,,,1182.14,0.1109%,
2018/09/05,510300,226802.98,,62635.45,3.621,226802.98,-4384.48,-1.8965%,21.3369%
2018/09/05,511010,286400.03,,2500.04,114.558,286400.03,342.51,0.1197%,26.9436%
2018/09/05,511880,283676.09,,2371.54,119.617,283676.09,-18.97,-0.0067%,26.6873%
2018/09/05,518880,266082.03,,101403.21,2.624,266082.03,-202.81,-0.0762%,25.0322%
2018/09/05,总结,1062961.14,0,,,,-4263.75,-0.3995%,
2018/09/06,510300,224986.55,,62635.45,3.592,224986.55,-1816.43,-0.8009%,21.1855%
2018/09/06,511010,286287.53,,2500.04,114.513,286287.53,-112.5,-0.0393%,26.9578%
2018/09/06,511880,283716.41,,2371.54,119.634,283716.41,40.32,0.0142%,26.7157%
2018/09/06,518880,266994.66,,101403.21,2.633,266994.66,912.63,0.3430%,25.1411%
2018/09/06,总结,1061985.15,0,,,,-975.98,-0.0918%,
2018/09/07,510300,226364.53,,62635.45,3.614,226364.53,1377.98,0.6125%,21.2744%
2018/09/07,511010,286060.03,,2500.04,114.422,286060.03,-227.5,-0.0795%,26.8847%
2018/09/07,511880,283692.69,,2371.54,119.624,283692.69,-23.72,-0.0084%,26.6622%
2018/09/07,518880,267907.29,,101403.21,2.642,267907.29,912.63,0.3418%,25.1787%
2018/09/07,总结,1064024.54,0,,,,2039.39,0.1920%,
2018/09/10,510300,223358.03,,62635.45,3.566,223358.03,-3006.5,-1.3282%,21.0666%
2018/09/10,511010,286105.03,,2500.04,114.44,286105.03,45.0,0.0157%,26.9848%
2018/09/10,511880,283787.56,,2371.54,119.664,283787.56,94.86,0.0334%,26.7662%
2018/09/10,518880,266994.66,,101403.21,2.633,266994.66,-912.63,-0.3407%,25.1823%
2018/09/10,总结,1060245.27,0,,,,-3779.27,-0.3552%,
2018/09/11,510300,222606.4,,62635.45,3.554,222606.4,-751.63,-0.3365%,21.0077%
2018/09/11,511010,285582.52,,2500.04,114.231,285582.52,-522.51,-0.1826%,26.9508%
2018/09/11,511880,283749.61,,2371.54,119.648,283749.61,-37.94,-0.0134%,26.7778%
2018/09/11,518880,267704.48,,101403.21,2.64,267704.48,709.82,0.2659%,25.2636%
2018/09/11,总结,1059643.02,0,,,,-602.26,-0.0568%,
2018/09/12,510300,221165.79,,62635.45,3.531,221165.79,-1440.62,-0.6472%,20.8920%
2018/09/12,511010,286035.03,,2500.04,114.412,286035.03,452.51,0.1585%,27.0197%
2018/09/12,511880,283811.27,,2371.54,119.674,283811.27,61.66,0.0217%,26.8097%
2018/09/12,518880,267603.08,,101403.21,2.639,267603.08,-101.4,-0.0379%,25.2786%
2018/09/12,总结,1058615.17,0,,,,-1027.85,-0.0970%,
2018/09/13,510300,223358.03,,62635.45,3.566,223358.03,2192.24,0.9912%,21.0348%
2018/09/13,511010,285962.52,,2500.04,114.383,285962.52,-72.5,-0.0253%,26.9306%
2018/09/13,511880,283811.27,,2371.54,119.674,283811.27,0.0,0.0000%,26.7280%
2018/09/13,518880,268718.52,,101403.21,2.65,268718.52,1115.44,0.4168%,25.3066%
2018/09/13,总结,1061850.34,0,,,,3235.18,0.3056%,
2018/09/14,510300,223671.21,,62635.45,3.571,223671.21,313.18,0.1402%,21.0461%
2018/09/14,511010,285910.02,,2500.04,114.362,285910.02,-52.5,-0.0184%,26.9024%
2018/09/14,511880,283861.07,,2371.54,119.695,283861.07,49.8,0.0175%,26.7096%
2018/09/14,518880,269326.94,,101403.21,2.656,269326.94,608.42,0.2264%,25.3420%
2018/09/14,总结,1062769.24,0,,,,918.9,0.0865%,
2018/09/17,510300,221729.51,,62635.45,3.54,221729.51,-1941.7,-0.8681%,20.9288%
2018/09/17,511010,285912.52,,2500.04,114.363,285912.52,2.5,0.0009%,26.9869%
2018/09/17,511880,283899.02,,2371.54,119.711,283899.02,37.94,0.0134%,26.7969%
2018/09/17,518880,267907.29,,101403.21,2.642,267907.29,-1419.64,-0.5271%,25.2874%
2018/09/17,总结,1059448.34,0,,,,-3320.9,-0.3125%,
2018/09/18,510300,225675.54,,62635.45,3.603,225675.54,3946.03,1.7797%,21.2157%
2018/09/18,511010,285830.02,,2500.04,114.33,285830.02,-82.5,-0.0289%,26.8709%
2018/09/18,511880,283899.02,,2371.54,119.711,283899.02,0.0,0.0000%,26.6893%
2018/09/18,518880,268312.9,,101403.21,2.646,268312.9,405.61,0.1514%,25.2241%
2018/09/18,总结,1063717.49,0,,,,4269.14,0.4030%,
2018/09/19,510300,228494.14,,62635.45,3.648,228494.14,2818.6,1.2490%,21.4180%
2018/09/19,511010,285925.02,,2500.04,114.368,285925.02,95.0,0.0332%,26.8013%
2018/09/19,511880,283899.02,,2371.54,119.711,283899.02,0.0,0.0000%,26.6114%
2018/09/19,518880,268515.71,,101403.21,2.648,268515.71,202.81,0.0756%,25.1694%
2018/09/19,总结,1066833.89,0,,,,3116.41,0.2930%,
2018/09/20,510300,228368.87,,62635.45,3.646,228368.87,-125.27,-0.0548%,21.4003%
2018/09/20,511010,286015.03,,2500.04,114.404,286015.03,90.0,0.0315%,26.8023%
2018/09/20,511880,283925.1,,2371.54,119.722,283925.1,26.09,0.0092%,26.6064%
2018/09/20,518880,268819.92,,101403.21,2.651,268819.92,304.21,0.1133%,25.1910%
2018/09/20,总结,1067128.92,0,,,,295.03,0.0277%,
2018/09/21,510300,235008.22,,62635.45,3.752,235008.22,6639.36,2.9073%,21.8674%
2018/09/21,511010,286355.03,,2500.04,114.54,286355.03,340.01,0.1189%,26.6452%
2018/09/21,511880,283906.13,,2371.54,119.714,283906.13,-18.97,-0.0067%,26.4173%
2018/09/21,518880,269428.34,,101403.21,2.657,269428.34,608.42,0.2263%,25.0702%
2018/09/21,总结,1074697.73,0,,,,7568.82,0.7093%,
2018/09/25,510300,232815.98,,62635.45,3.717,232815.98,-2192.24,-0.9328%,21.7228%
2018/09/25,511010,286350.03,,2500.04,114.538,286350.03,-5.0,-0.0017%,26.7178%
2018/09/25,511880,283974.91,,2371.54,119.743,283974.91,68.77,0.0242%,26.4962%
2018/09/25,518880,268617.11,,101403.21,2.649,268617.11,-811.23,-0.3011%,25.0632%
2018/09/25,总结,1071758.04,0,,,,-2939.7,-0.2735%,
2018/09/26,510300,235196.13,,62635.45,3.755,235196.13,2380.15,1.0223%,21.8818%
2018/09/26,511010,286642.54,,2500.04,114.655,286642.54,292.51,0.1021%,26.6682%
2018/09/26,511880,283984.39,,2371.54,119.747,283984.39,9.49,0.0033%,26.4209%
2018/09/26,518880,269022.73,,101403.21,2.653,269022.73,405.61,0.1510%,25.0290%
2018/09/26,总结,1074845.79,0,,,,3087.76,0.2881%,
2018/09/27,510300,234256.6,,62635.45,3.74,234256.6,-939.53,-0.3995%,21.8325%
2018/09/27,511010,286775.04,,2500.04,114.708,286775.04,132.5,0.0462%,26.7272%
2018/09/27,511880,284031.82,,2371.54,119.767,284031.82,47.43,0.0167%,26.4715%
2018/09/27,518880,267907.29,,101403.21,2.642,267907.29,-1115.44,-0.4146%,24.9687%
2018/09/27,总结,1072970.75,0,,,,-1875.04,-0.1744%,
2018/09/28,510300,236511.48,,62635.45,3.776,236511.48,2254.88,0.9626%,22.0162%
2018/09/28,511010,287525.05,,2500.04,115.008,287525.05,750.01,0.2615%,26.7649%
2018/09/28,511880,284245.26,,2371.54,119.857,284245.26,213.44,0.0751%,26.4596%
2018/09/28,518880,265980.63,,101403.21,2.623,265980.63,-1926.66,-0.7192%,24.7594%
2018/09/28,总结,1074262.42,0,,,,1291.67,0.1204%,
2018/10/08,510300,226051.35,,62635.45,3.609,226051.35,-10460.12,-4.4227%,21.1673%
2018/10/08,511010,288205.06,,2500.04,115.28,288205.06,680.01,0.2365%,26.9873%
2018/10/08,511880,284344.87,,2371.54,119.899,284344.87,99.6,0.0350%,26.6258%
2018/10/08,518880,269326.94,,101403.21,2.656,269326.94,3346.31,1.2581%,25.2196%
2018/10/08,总结,1067928.22,0,,,,-6334.2,-0.5896%,
2018/10/09,510300,226489.8,,62635.45,3.616,226489.8,438.45,0.1940%,21.2075%
2018/10/09,511010,288192.56,,2500.04,115.275,288192.56,-12.5,-0.0043%,26.9851%
2018/10/09,511880,284366.21,,2371.54,119.908,284366.21,21.34,0.0075%,26.6268%
2018/10/09,518880,268921.32,,101403.21,2.652,268921.32,-405.61,-0.1506%,25.1806%
2018/10/09,总结,1067969.9,0,,,,41.68,0.0039%,
2018/10/10,510300,226364.53,,62635.45,3.614,226364.53,-125.27,-0.0553%,21.2203%
2018/10/10,511010,287070.04,,2500.04,114.826,287070.04,-1122.52,-0.3895%,26.9111%
2018/10/10,511880,284378.07,,2371.54,119.913,284378.07,11.86,0.0042%,26.6588%
2018/10/10,518880,268921.32,,101403.21,2.652,268921.32,0.0,0.0000%,25.2098%
2018/10/10,总结,1066733.97,0,,,,-1235.93,-0.1157%,
2018/10/11,510300,215591.23,,62635.45,3.442,215591.23,-10773.3,-4.7593%,20.3726%
2018/10/11,511010,288050.06,,2500.04,115.218,288050.06,980.02,0.3414%,27.2197%
2018/10/11,511880,284359.1,,2371.54,119.905,284359.1,-18.97,-0.0067%,26.8709%
2018/10/11,518880,270239.56,,101403.21,2.665,270239.56,1318.24,0.4902%,25.5367%
2018/10/11,总结,1058239.96,0,,,,-8494.01,-0.7963%,
2018/10/12,510300,219286.73,,62635.45,3.501,219286.73,3695.49,1.7141%,20.5696%
2018/10/12,511010,288372.57,,2500.04,115.347,288372.57,322.51,0.1120%,27.0500%
2018/10/12,511880,284423.13,,2371.54,119.932,284423.13,64.03,0.0225%,26.6795%
2018/10/12,518880,273991.48,,101403.21,2.702,273991.48,3751.92,1.3884%,25.7010%
2018/10/12,总结,1066073.9,0,,,,7833.95,0.7403%,
2018/10/15,510300,216342.86,,62635.45,3.454,216342.86,-2943.87,-1.3425%,20.2925%
2018/10/15,511010,288702.57,,2500.04,115.479,288702.57,330.01,0.1144%,27.0797%
2018/10/15,511880,284449.21,,2371.54,119.943,284449.21,26.09,0.0092%,26.6807%
2018/10/15,518880,276627.97,,101403.21,2.728,276627.97,2636.48,0.9623%,25.9471%
2018/10/15,总结,1066122.61,0,,,,48.71,0.0046%,
2018/10/16,510300,215027.51,,62635.45,3.433,215027.51,-1315.34,-0.6080%,20.1966%
2018/10/16,511010,288677.57,,2500.04,115.469,288677.57,-25.0,-0.0087%,27.1142%
2018/10/16,511880,284439.73,,2371.54,119.939,284439.73,-9.49,-0.0033%,26.7162%
2018/10/16,518880,276526.56,,101403.21,2.727,276526.56,-101.4,-0.0367%,25.9729%
2018/10/16,总结,1064671.38,0,,,,-1451.23,-0.1361%,
2018/10/17,510300,215716.5,,62635.45,3.444,215716.5,688.99,0.3204%,20.2604%
2018/10/17,511010,288830.08,,2500.04,115.53,288830.08,152.5,0.0528%,27.1273%
2018/10/17,511880,284458.7,,2371.54,119.947,284458.7,18.97,0.0067%,26.7167%
2018/10/17,518880,275715.34,,101403.21,2.719,275715.34,-811.23,-0.2934%,25.8956%
2018/10/17,总结,1064720.62,0,,,,49.23,0.0046%,
2018/10/18,510300,265312.73,,78634.48,3.374,265312.73,49596.23,22.9914%,25.0000%
2018/10/18,511010,265312.73,,2291.92,115.76,265312.73,-23517.34,-8.1423%,25.0000%
2018/10/18,511880,265312.73,,2211.64,119.962,265312.73,-19145.97,-6.7307%,25.0000%
2018/10/18,518880,265312.73,,97469.78,2.722,265312.73,-10402.61,-3.7730%,25.0000%
2018/10/18,总结,1061250.93,1,,,,-3469.69,-0.3259%,
2018/10/19,510300,271524.86,,78634.48,3.453,271524.86,6212.12,2.3414%,25.4066%
2018/10/19,511010,265388.37,,2291.92,115.793,265388.37,75.63,0.0285%,24.8324%
2018/10/19,511880,265323.79,,2211.64,119.967,265323.79,11.06,0.0042%,24.8263%
2018/10/19,518880,266482.37,,97469.78,2.734,266482.37,1169.64,0.4409%,24.9347%
2018/10/19,总结,1068719.38,0,,,,7468.45,0.7037%,
2018/10/22,510300,284735.45,,78634.48,3.621,284735.45,13210.59,4.8653%,26.3381%
2018/10/22,511010,264964.36,,2291.92,115.608,264964.36,-424.01,-0.1598%,24.5093%
2018/10/22,511880,265286.19,,2211.64,119.95,265286.19,-37.6,-0.0142%,24.5390%
2018/10/22,518880,266092.49,,97469.78,2.73,266092.49,-389.88,-0.1463%,24.6136%
2018/10/22,总结,1081078.49,0,,,,12359.1,1.1564%,
2018/10/23,510300,275849.75,,78634.48,3.508,275849.75,-8885.7,-3.1207%,25.6920%
2018/10/23,511010,265023.95,,2291.92,115.634,265023.95,59.59,0.0225%,24.6837%
2018/10/23,511880,265348.12,,2211.64,119.978,265348.12,61.93,0.0233%,24.7139%
2018/10/23,518880,267457.07,,97469.78,2.744,267457.07,1364.58,0.5128%,24.9103%
2018/10/23,总结,1073678.89,0,,,,-7399.6,-0.6845%,
2018/10/24,510300,276242.92,,78634.48,3.513,276242.92,393.17,0.1425%,25.7148%
2018/10/24,511010,265072.08,,2291.92,115.655,265072.08,48.13,0.0182%,24.6749%
2018/10/24,511880,265387.93,,2211.64,119.996,265387.93,39.81,0.0150%,24.7043%
2018/10/24,518880,267554.54,,97469.78,2.745,267554.54,97.47,0.0364%,24.9060%
2018/10/24,总结,1074257.47,0,,,,578.58,0.0539%,
2018/10/25,510300,277501.08,,78634.48,3.529,277501.08,1258.15,0.4555%,25.7727%
2018/10/25,511010,264895.6,,2291.92,115.578,264895.6,-176.48,-0.0666%,24.6020%
2018/10/25,511880,265407.83,,2211.64,120.005,265407.83,19.9,0.0075%,24.6496%
2018/10/25,518880,268919.11,,97469.78,2.759,268919.11,1364.58,0.5100%,24.9757%
2018/10/25,总结,1076723.63,0,,,,2466.15,0.2296%,
2018/10/26,510300,274906.14,,78634.48,3.496,274906.14,-2594.94,-0.9351%,25.5973%
2018/10/26,511010,264891.02,,2291.92,115.576,264891.02,-4.58,-0.0017%,24.6648%
2018/10/26,511880,265443.22,,2211.64,120.021,265443.22,35.39,0.0133%,24.7162%
2018/10/26,518880,268724.17,,97469.78,2.757,268724.17,-194.94,-0.0725%,25.0217%
2018/10/26,总结,1073964.55,0,,,,-2759.07,-0.2562%,
2018/10/29,510300,267278.59,,78634.48,3.399,267278.59,-7627.54,-2.7746%,25.0729%
2018/10/29,511010,264918.52,,2291.92,115.588,264918.52,27.5,0.0104%,24.8515%
2018/10/29,511880,265474.18,,2211.64,120.035,265474.18,30.96,0.0117%,24.9036%
2018/10/29,518880,268334.3,,97469.78,2.753,268334.3,-389.88,-0.1451%,25.1719%
2018/10/29,总结,1066005.59,0,,,,-7958.96,-0.7411%,
2018/10/30,510300,270188.07,,78634.48,3.436,270188.07,2909.48,1.0886%,25.2927%
2018/10/30,511010,264824.55,,2291.92,115.547,264824.55,-93.97,-0.0355%,24.7906%
2018/10/30,511880,265485.24,,2211.64,120.04,265485.24,11.06,0.0042%,24.8524%
2018/10/30,518880,267749.48,,97469.78,2.747,267749.48,-584.82,-0.2179%,25.0644%
2018/10/30,总结,1068247.34,0,,,,2241.75,0.2103%,
2018/10/31,510300,273097.55,,78634.48,3.473,273097.55,2909.48,1.0768%,25.5465%
2018/10/31,511010,264911.65,,2291.92,115.585,264911.65,87.09,0.0329%,24.7808%
2018/10/31,511880,265502.93,,2211.64,120.048,265502.93,17.69,0.0067%,24.8361%
2018/10/31,518880,265507.67,,97469.78,2.724,265507.67,-2241.8,-0.8373%,24.8366%
2018/10/31,总结,1069019.8,0,,,,772.46,0.0723%,
2018/11/01,510300,274906.14,,78634.48,3.496,274906.14,1808.59,0.6623%,25.6538%
2018/11/01,511010,265106.46,,2291.92,115.67,265106.46,194.81,0.0735%,24.7393%
2018/11/01,511880,265494.09,,2211.64,120.044,265494.09,-8.85,-0.0033%,24.7755%
2018/11/01,518880,266092.49,,97469.78,2.73,266092.49,584.82,0.2203%,24.8313%
2018/11/01,总结,1071599.18,0,,,,2579.37,0.2413%,
2018/11/02,510300,285521.79,,78634.48,3.631,285521.79,10615.65,3.8616%,26.3929%
2018/11/02,511010,264604.53,,2291.92,115.451,264604.53,-501.93,-0.1893%,24.4594%
2018/11/02,511880,265496.3,,2211.64,120.045,265496.3,2.21,0.0008%,24.5418%
2018/11/02,518880,266189.96,,97469.78,2.731,266189.96,97.47,0.0366%,24.6059%
2018/11/02,总结,1081812.58,0,,,,10213.4,0.9531%,
2018/11/05,510300,282140.51,,78634.48,3.588,282140.51,-3381.28,-1.1842%,26.1492%
2018/11/05,511010,264971.24,,2291.92,115.611,264971.24,366.71,0.1386%,24.5579%
2018/11/05,511880,265567.07,,2211.64,120.077,265567.07,70.77,0.0267%,24.6131%
2018/11/05,518880,266287.43,,97469.78,2.732,266287.43,97.47,0.0366%,24.6799%
2018/11/05,总结,1078966.25,0,,,,-2846.33,-0.2631%,
2018/11/06,510300,280489.19,,78634.48,3.567,280489.19,-1651.32,-0.5853%,26.0243%
2018/11/06,511010,265232.52,,2291.92,115.725,265232.52,261.28,0.0986%,24.6088%
2018/11/06,511880,265591.4,,2211.64,120.088,265591.4,24.33,0.0092%,24.6421%
2018/11/06,518880,266482.37,,97469.78,2.734,266482.37,194.94,0.0732%,24.7248%
2018/11/06,总结,1077795.47,0,,,,-1170.77,-0.1085%,
2018/11/07,510300,278366.06,,78634.48,3.54,278366.06,-2123.13,-0.7569%,25.8662%
2018/11/07,511010,265633.6,,2291.92,115.9,265633.6,401.09,0.1512%,24.6831%
2018/11/07,511880,265598.03,,2211.64,120.091,265598.03,6.63,0.0025%,24.6798%
2018/11/07,518880,266579.84,,97469.78,2.735,266579.84,97.47,0.0366%,24.7710%
2018/11/07,总结,1076177.53,0,,,,-1617.94,-0.1501%,
2018/11/08,510300,278130.15,,78634.48,3.537,278130.15,-235.9,-0.0847%,25.8672%
2018/11/08,511010,265968.22,,2291.92,116.046,265968.22,334.62,0.1260%,24.7361%
2018/11/08,511880,265617.94,,2211.64,120.1,265617.94,19.9,0.0075%,24.7035%
2018/11/08,518880,265507.67,,97469.78,2.724,265507.67,-1072.17,-0.4022%,24.6932%
2018/11/08,总结,1075223.98,0,,,,-953.55,-0.0886%,
2018/11/09,510300,274906.14,,78634.48,3.496,274906.14,-3224.01,-1.1592%,25.6608%
2018/11/09,511010,265819.25,,2291.92,115.981,265819.25,-148.97,-0.0560%,24.8126%
2018/11/09,511880,265659.96,,2211.64,120.119,265659.96,42.02,0.0158%,24.7977%
2018/11/09,518880,264922.85,,97469.78,2.718,264922.85,-584.82,-0.2203%,24.7289%
2018/11/09,总结,1071308.2,0,,,,-3915.78,-0.3642%,
2018/11/12,510300,277736.98,,78634.48,3.532,277736.98,2830.84,1.0297%,25.8910%
2018/11/12,511010,266348.68,,2291.92,116.212,266348.68,529.43,0.1992%,24.8294%
2018/11/12,511880,265655.54,,2211.64,120.117,265655.54,-4.42,-0.0017%,24.7648%
2018/11/12,518880,262973.46,,97469.78,2.698,262973.46,-1949.4,-0.7358%,24.5148%
2018/11/12,总结,1072714.65,0,,,,1406.45,0.1313%,
2018/11/13,510300,280410.55,,78634.48,3.566,280410.55,2673.57,0.9626%,26.1024%
2018/11/13,511010,266105.74,,2291.92,116.106,266105.74,-242.94,-0.0912%,24.7708%
2018/11/13,511880,265659.96,,2211.64,120.119,265659.96,4.42,0.0017%,24.7293%
2018/11/13,518880,262096.23,,97469.78,2.689,262096.23,-877.23,-0.3336%,24.3976%
2018/11/13,总结,1074272.48,0,,,,1557.82,0.1452%,
2018/11/14,510300,277265.17,,78634.48,3.526,277265.17,-3145.38,-1.1217%,25.8759%
2018/11/14,511010,266589.33,,2291.92,116.317,266589.33,483.6,0.1817%,24.8796%
2018/11/14,511880,265664.38,,2211.64,120.121,265664.38,4.42,0.0017%,24.7933%
2018/11/14,518880,261998.76,,97469.78,2.688,261998.76,-97.47,-0.0372%,24.4512%
2018/11/14,总结,1071517.65,0,,,,-2754.83,-0.2564%,
2018/11/15,510300,280646.46,,78634.48,3.569,280646.46,3381.28,1.2195%,26.0511%
2018/11/15,511010,267487.77,,2291.92,116.709,267487.77,898.43,0.3370%,24.8297%
2018/11/15,511880,265695.35,,2211.64,120.135,265695.35,30.96,0.0117%,24.6633%
2018/11/15,518880,263460.81,,97469.78,2.703,263460.81,1462.05,0.5580%,24.4559%
2018/11/15,总结,1077290.37,0,,,,5772.72,0.5387%,
2018/11/16,510300,281432.8,,78634.48,3.579,281432.8,786.34,0.2802%,26.0880%
2018/11/16,511010,267760.5,,2291.92,116.828,267760.5,272.74,0.1020%,24.8206%
2018/11/16,511880,265737.37,,2211.64,120.154,265737.37,42.02,0.0158%,24.6331%
2018/11/16,518880,263850.69,,97469.78,2.707,263850.69,389.88,0.1480%,24.4582%
2018/11/16,总结,1078781.36,0,,,,1490.98,0.1384%,
2018/11/19,510300,284342.28,,78634.48,3.616,284342.28,2909.48,1.0338%,26.2717%
2018/11/19,511010,267661.95,,2291.92,116.785,267661.95,-98.55,-0.0368%,24.7305%
2018/11/19,511880,265777.18,,2211.64,120.172,265777.18,39.81,0.0150%,24.5564%
2018/11/19,518880,264532.97,,97469.78,2.714,264532.97,682.29,0.2586%,24.4414%
2018/11/19,总结,1082314.38,0,,,,3533.03,0.3275%,
2018/11/20,510300,278601.96,,78634.48,3.543,278601.96,-5740.32,-2.0188%,25.8677%
2018/11/20,511010,267111.89,,2291.92,116.545,267111.89,-550.06,-0.2055%,24.8009%
2018/11/20,511880,265803.72,,2211.64,120.184,265803.72,26.54,0.0100%,24.6794%
2018/11/20,518880,265507.67,,97469.78,2.724,265507.67,974.7,0.3685%,24.6519%
2018/11/20,总结,1077025.24,0,,,,-5289.14,-0.4887%,
2018/11/21,510300,278837.86,,78634.48,3.546,278837.86,235.9,0.0847%,25.8816%
2018/11/21,511010,267258.57,,2291.92,116.609,267258.57,146.68,0.0549%,24.8068%
2018/11/21,511880,265854.58,,2211.64,120.207,265854.58,50.87,0.0191%,24.6765%
2018/11/21,518880,265410.2,,97469.78,2.723,265410.2,-97.47,-0.0367%,24.6352%
2018/11/21,总结,1077361.22,0,,,,335.98,0.0312%,
2018/11/22,510300,278130.15,,78634.48,3.537,278130.15,-707.71,-0.2538%,25.8240%
2018/11/22,511010,267100.43,,2291.92,116.54,267100.43,-158.14,-0.0592%,24.7999%
2018/11/22,511880,265894.39,,2211.64,120.225,265894.39,39.81,0.0150%,24.6879%
2018/11/22,518880,265897.55,,97469.78,2.728,265897.55,487.35,0.1836%,24.6882%
2018/11/22,总结,1077022.53,0,,,,-338.69,-0.0314%,
2018/11/23,510300,271446.22,,78634.48,3.452,271446.22,-6683.93,-2.4032%,25.3832%
2018/11/23,511010,265796.33,,2291.92,115.971,265796.33,-1304.1,-0.4882%,24.8549%
2018/11/23,511880,265960.74,,2211.64,120.255,265960.74,66.35,0.0250%,24.8702%
2018/11/23,518880,266189.96,,97469.78,2.731,266189.96,292.41,0.1100%,24.8917%
2018/11/23,总结,1069393.25,0,,,,-7629.27,-0.7084%,
2018/11/26,510300,271839.39,,78634.48,3.457,271839.39,393.17,0.1448%,25.4198%
2018/11/26,511010,265782.58,,2291.92,115.965,265782.58,-13.75,-0.0052%,24.8534%
2018/11/26,511880,265978.44,,2211.64,120.263,265978.44,17.69,0.0067%,24.8717%
2018/11/26,518880,265800.08,,97469.78,2.727,265800.08,-389.88,-0.1465%,24.8551%
2018/11/26,总结,1069400.49,0,,,,7.23,0.0007%,
2018/11/27,510300,271603.49,,78634.48,3.454,271603.49,-235.9,-0.0868%,25.4130%
2018/11/27,511010,265858.21,,2291.92,115.998,265858.21,75.63,0.0285%,24.8755%
2018/11/27,511880,265982.86,,2211.64,120.265,265982.86,4.42,0.0017%,24.8871%
2018/11/27,518880,265312.73,,97469.78,2.722,265312.73,-487.35,-0.1834%,24.8244%
2018/11/27,总结,1068757.29,0,,,,-643.2,-0.0601%,
2018/11/28,510300,275377.95,,78634.48,3.502,275377.95,3774.45,1.3897%,25.7049%
2018/11/28,511010,265867.38,,2291.92,116.002,265867.38,9.17,0.0034%,24.8171%
2018/11/28,511880,265918.72,,2211.64,120.236,265918.72,-64.14,-0.0241%,24.8219%
2018/11/28,518880,264143.1,,97469.78,2.71,264143.1,-1169.64,-0.4409%,24.6561%
2018/11/28,总结,1071307.14,0,,,,2549.84,0.2386%,
2018/11/29,510300,272861.64,,78634.48,3.47,272861.64,-2516.3,-0.9138%,25.4803%
2018/11/29,511010,265874.25,,2291.92,116.005,265874.25,6.88,0.0026%,24.8278%
2018/11/29,511880,265945.26,,2211.64,120.248,265945.26,26.54,0.0100%,24.8345%
2018/11/29,518880,266189.96,,97469.78,2.731,266189.96,2046.87,0.7749%,24.8573%
2018/11/29,总结,1070871.12,0,,,,-436.01,-0.0407%,
2018/11/30,510300,275456.58,,78634.48,3.503,275456.58,2594.94,0.9510%,25.6558%
2018/11/30,511010,265943.01,,2291.92,116.035,265943.01,68.76,0.0259%,24.7697%
2018/11/30,511880,265974.01,,2211.64,120.261,265974.01,28.75,0.0108%,24.7726%
2018/11/30,518880,266287.43,,97469.78,2.732,266287.43,97.47,0.0366%,24.8018%
2018/11/30,总结,1073661.03,0,,,,2789.92,0.2605%,
2018/12/03,510300,282061.88,,78634.48,3.587,282061.88,6605.3,2.3979%,26.1340%
2018/12/03,511010,266137.82,,2291.92,116.12,266137.82,194.81,0.0733%,24.6586%
2018/12/03,511880,265971.8,,2211.64,120.26,265971.8,-2.21,-0.0008%,24.6432%
2018/12/03,518880,265117.79,,97469.78,2.72,265117.79,-1169.64,-0.4392%,24.5641%
2018/12/03,总结,1079289.29,0,,,,5628.26,0.5242%,
2018/12/04,510300,282455.05,,78634.48,3.592,282455.05,393.17,0.1394%,26.1411%
2018/12/04,511010,266905.62,,2291.92,116.455,266905.62,767.79,0.2885%,24.7020%
2018/12/04,511880,266024.88,,2211.64,120.284,266024.88,53.08,0.0200%,24.6205%
2018/12/04,518880,265117.79,,97469.78,2.72,265117.79,0.0,0.0000%,24.5365%
2018/12/04,总结,1080503.34,0,,,,1214.04,0.1125%,
2018/12/05,510300,281275.53,,78634.48,3.577,281275.53,-1179.52,-0.4176%,26.0336%
